LAYER,SL_GEW_NAM,SL_GEW_KNZ,GEB_HQ,DATUM_BEOB,LINK
Historische Hochwasserereignisse,Mangfall,182000000000000.0,HQ 100,22.08.2005,http://www.wwa-ro.bayern.de/
Historische Hochwasserereignisse,Mangfall,182000000000000.0,HQ 100,22.08.2005,http://www.wwa-ro.bayern.de/
Historische Hochwasserereignisse,Mangfall,182000000000000.0,HQ 100,22.08.2005,http://www.wwa-ro.bayern.de/
Historische Hochwasserereignisse,Mangfall,182000000000000.0,HQ 100,22.08.2005,http://www.wwa-ro.bayern.de/
Historische Hochwasserereignisse,Mangfall,182000000000000.0,HQ 100,22.08.2005,http://www.wwa-ro.bayern.de/
Historische Hochwasserereignisse,Inn,180000000000000.0,HQ 100,24.08.2005,http://www.wwa-ro.bayern.de/
Historische Hochwasserereignisse,Inn,180000000000000.0,HQ 100,24.08.2005,http://www.wwa-ro.bayern.de/
Historische Hochwasserereignisse,Inn,180000000000000.0,HQ 100,24.08.2005,http://www.wwa-ro.bayern.de/
Historische Hochwasserereignisse,Inn,180000000000000.0,HQ 100,24.08.2005,http://www.wwa-ro.bayern.de/
Historische Hochwasserereignisse,Inn,180000000000000.0,HQ 100,24.08.2005,http://www.wwa-ro.bayern.de/
Historische Hochwasserereignisse,Inn,180000000000000.0,HQ 100,24.08.2005,http://www.wwa-ro.bayern.de/
Historische Hochwasserereignisse,Inn,180000000000000.0,HQ 100,24.08.2005,http://www.wwa-ro.bayern.de/
Historische Hochwasserereignisse,Inn,180000000000000.0,HQ 100,24.08.2005,http://www.wwa-ro.bayern.de/
Historische Hochwasserereignisse,Inn,180000000000000.0,HQ 100,24.08.2005,http://www.wwa-ro.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,HQ 40,25.08.2005,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Inn,180000000000000.0,HQ 100,24.08.2005,http://www.wwa-ro.bayern.de/
Historische Hochwasserereignisse,Inn,180000000000000.0,HQ 100,24.08.2005,http://www.wwa-ro.bayern.de/
Historische Hochwasserereignisse,Inn,180000000000000.0,HQ 100,24.08.2005,http://www.wwa-ro.bayern.de/
Historische Hochwasserereignisse,Inn,180000000000000.0,HQ 100,24.08.2005,http://www.wwa-ro.bayern.de/
Historische Hochwasserereignisse,Inn,180000000000000.0,HQ 100,24.08.2005,http://www.wwa-ro.bayern.de/
Historische Hochwasserereignisse,Inn,180000000000000.0,HQ 100,24.08.2005,http://www.wwa-ro.bayern.de/
Historische Hochwasserereignisse,Inn,180000000000000.0,HQ 100,24.08.2005,http://www.wwa-ro.bayern.de/
Historische Hochwasserereignisse,Inn,180000000000000.0,HQ 100,24.08.2005,http://www.wwa-ro.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,HQ 40,25.08.2005,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,HQ 40,25.08.2005,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,HQ 40,25.08.2005,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,HQ 40,25.08.2005,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,HQ 40,25.08.2005,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,HQ 40,25.08.2005,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,HQ 40,25.08.2005,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,HQ 40,25.08.2005,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,HQ 40,25.08.2005,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,HQ 40,25.08.2005,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,HQ 40,25.08.2005,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,HQ 40,25.08.2005,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,HQ 40,25.08.2005,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,HQ 40,25.08.2005,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,HQ 40,25.08.2005,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,HQ 40,25.08.2005,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,HQ 40,25.08.2005,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,HQ 40,25.08.2005,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,HQ 40,25.08.2005,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,HQ 40,25.08.2005,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,HQ 40,25.08.2005,http://www.wwa-la.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,HQ 40,25.08.2005,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Ammer,164000000000000.0,HQ 80,23.08.2005,http://www.wwa-wm.bayern.de/
Historische Hochwasserereignisse,Ammer,164000000000000.0,HQ 80,23.08.2005,http://www.wwa-wm.bayern.de/
Historische Hochwasserereignisse,Ammer,164000000000000.0,HQ 80,23.08.2005,http://www.wwa-wm.bayern.de/
Historische Hochwasserereignisse,Paar,134000000000000.0,,22.05.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Paar,134000000000000.0,,22.05.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Paar,134000000000000.0,,22.05.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Paar,134000000000000.0,,22.05.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Paar,134000000000000.0,,22.05.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Paar,134000000000000.0,,22.05.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Ecknach,134400000000000.0,,22.05.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Paar,134000000000000.0,,22.05.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Iller,114000000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Singold,126820000000000.0,,22.05.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Ammer,164000000000000.0,HQ 80,23.08.2005,http://www.wwa-wm.bayern.de/
Historische Hochwasserereignisse,Ammer,164000000000000.0,HQ 80,23.08.2005,http://www.wwa-wm.bayern.de/
Historische Hochwasserereignisse,Isar,160000000000000.0,,,http://www.wwa-wm.bayern.de/
Historische Hochwasserereignisse,Ammer,164000000000000.0,HQ 80,23.08.2005,http://www.wwa-wm.bayern.de/
Historische Hochwasserereignisse,Loisach,162000000000000.0,,,http://www.wwa-wm.bayern.de/
Historische Hochwasserereignisse,Loisach,162000000000000.0,HQ 100,23.08.2005,http://www.wwa-wm.bayern.de/
Historische Hochwasserereignisse,Tiroler Achen,184500000000000.0,,,http://www.wwa-ts.bayern.de/
Historische Hochwasserereignisse,Chamb,152280000000000.0,,,http://www.wwa-r.bayern.de/
Historische Hochwasserereignisse,Weißer Regen,152260000000000.0,,,http://www.wwa-r.bayern.de/
Historische Hochwasserereignisse,Isar,160000000000000.0,,,http://www.wwa-deg.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-deg.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,23.05.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Wertach,126000000000000.0,,22.05.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Wertach,126000000000000.0,,22.05.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Paar,134000000000000.0,,22.05.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Paar,134000000000000.0,,22.05.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Paar,134000000000000.0,,22.05.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Paar,134000000000000.0,,22.05.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Paar,134000000000000.0,,22.05.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Amper,164000000000000.0,HQ 100,05/1999,http://www.wwa-m.bayern.de/
Historische Hochwasserereignisse,Isar,160000000000000.0,HQ 50,05/1999,http://www.wwa-m.bayern.de/
Historische Hochwasserereignisse,Isar,160000000000000.0,HQ 50,05/1999,http://www.wwa-m.bayern.de/
Historische Hochwasserereignisse,Isar,160000000000000.0,HQ 50,05/1999,http://www.wwa-m.bayern.de/
Historische Hochwasserereignisse,Isar,160000000000000.0,HQ 50,05/1999,http://www.wwa-m.bayern.de/
Historische Hochwasserereignisse,Isar,160000000000000.0,HQ 50,05/1999,http://www.wwa-m.bayern.de/
Historische Hochwasserereignisse,Isar,160000000000000.0,HQ 50,05/1999,http://www.wwa-m.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Paar,134000000000000.0,,22.05.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Iller,114000000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-la.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Iller,114000000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Iller,114000000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Iller,114000000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Iller,114000000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Iller,114000000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Iller,114000000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Iller,114000000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Iller,114000000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Iller,114000000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Iller,114000000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Geltnach,126520000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Geltnach,126520000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Lech,120000000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Lech,120000000000000.0,,,http://www.wwa-wm.bayern.de/
Historische Hochwasserereignisse,Wertach,126000000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Wertach,126000000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Wertach,126000000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Wertach,126000000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Wertach,126000000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Wertach,126000000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Wertach,126000000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Wertach,126000000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Wertach,126000000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Wertach,126000000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Wertach,126000000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Wertach,126000000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Wertach,126000000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Wertach,126000000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Wertach,126000000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Wertach,126000000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Lech,120000000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Lech,120000000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Wertach,126000000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Gennach,126600000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Gennach,126600000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Gennach,126600000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Gennach,126600000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Iller,114000000000000.0,,22.06.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Iller,114000000000000.0,,22.06.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Iller,114000000000000.0,,22.06.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Iller,114000000000000.0,,22.06.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Iller,114000000000000.0,,22.06.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Iller,114000000000000.0,,22.06.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Iller,114000000000000.0,,22.06.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Iller,114000000000000.0,,22.06.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Iller,114000000000000.0,,22.06.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Iller,114000000000000.0,,22.06.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Iller,114000000000000.0,,22.06.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Iller,114000000000000.0,,22.06.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Iller,114000000000000.0,,22.06.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Iller,114000000000000.0,,22.06.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Iller,114000000000000.0,,22.06.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Iller,114000000000000.0,,22.06.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Iller,114000000000000.0,,22.06.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Isar,160000000000000.0,,,http://www.wwa-la.bayern.de/
Historische Hochwasserereignisse,Singold,126820000000000.0,,22.05.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Paar,134000000000000.0,,22.05.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Lech,120000000000000.0,,22.05.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Wertach,126000000000000.0,,22.05.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Wertach,126000000000000.0,,22.05.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Singold,126820000000000.0,,22.05.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Singold,126820000000000.0,,22.05.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Singold,126820000000000.0,,22.05.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Iller,114000000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Iller,114000000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Paar,134000000000000.0,,22.05.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Paar,134000000000000.0,,22.05.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Iller,114000000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Iller,114000000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Iller,114000000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Iller,114000000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Iller,114000000000000.0,,,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Singold,126820000000000.0,,22.05.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Singold,126820000000000.0,,22.05.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Singold,126820000000000.0,,22.05.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Paar,134000000000000.0,,22.05.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Paar,134000000000000.0,,22.05.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Paar,134000000000000.0,,22.05.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Paar,134000000000000.0,,22.05.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Paar,134000000000000.0,,22.05.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Singold,126820000000000.0,,22.05.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Singold,126820000000000.0,,22.05.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Singold,126820000000000.0,,22.05.1999,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Amper,164000000000000.0,HQ 100,05/1999,http://www.wwa-m.bayern.de/
Historische Hochwasserereignisse,Rohrach,118600000000000.0,HQ 50,23.08.2005,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Schmutter,119400000000000.0,HQ 100,24.08.2005,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Ecknach,134400000000000.0,HQ 50,23.08.2005,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Isar,160000000000000.0,HQ 50,05/1999,http://www.wwa-m.bayern.de/
Historische Hochwasserereignisse,Konstanzer Ach,114540000000000.0,HQ 100,23.08.2005,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Lech,120000000000000.0,HQ 40,23.08.2005,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Lech,120000000000000.0,HQ 300,23.08.2005,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Lech,120000000000000.0,HQ 300,23.08.2005,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Lech,120000000000000.0,HQ 300,23.08.2005,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Geltnach,126520000000000.0,HQ 40,23.08.2005,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,24.08.2005,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Salzach,186000000000000.0,HQ 50,14.08.1959,http://www.wwa-ts.bayern.de/
Historische Hochwasserereignisse,Tiroler Achen,184500000000000.0,HQ 200,02.06.2013,http://www.wwa-ts.bayern.de/
Historische Hochwasserereignisse,Wertach,126000000000000.0,,23.08.2005,http://www.wwa-ke.bayern.de/
Historische Hochwasserereignisse,Isar,160000000000000.0,,25.08.2005,http://www.wwa-la.bayern.de/
Historische Hochwasserereignisse,Isar,160000000000000.0,,25.08.2005,http://www.wwa-la.bayern.de/
Historische Hochwasserereignisse,Isar,160000000000000.0,,25.08.2005,http://www.wwa-la.bayern.de/
Historische Hochwasserereignisse,Isar,160000000000000.0,HQ 50,24.08.2005,http://www.wwa-m.bayern.de/
Historische Hochwasserereignisse,Isar,160000000000000.0,HQ 50,24.08.2005,http://www.wwa-m.bayern.de/
Historische Hochwasserereignisse,Schambach,138920000000000.0,HQ 100,,http://www.wwa-la.bayern.de/
Historische Hochwasserereignisse,Schambach,138920000000000.0,HQ 100,12.12.1995,http://www.wwa-la.bayern.de/
Historische Hochwasserereignisse,Lech,120000000000000.0,,16.06.1910,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,30.12.1882,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Loisach,162000000000000.0,,,http://www.wwa-wm.bayern.de/
Historische Hochwasserereignisse,Lech,120000000000000.0,,15.06.1910,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Inn,180000000000000.0,HQ 100,25.08.2005,http://www.wwa-ro.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,HQ 40,25.08.2005,http://www.wwa-in.bayern.de/
Historische Hochwasserereignisse,Regen,152200000000000.0,,,http://www.wwa-r.bayern.de/
Historische Hochwasserereignisse,Donau,100000000000000.0,,30.12.1882,http://www.wwa-don.bayern.de/
Historische Hochwasserereignisse,Paar,134000000000000.0,,03.06.2013,http://www.wwa-in.bayern.de/
